document_id,text
doc_0148,"David Vergolini writes Yeah, if the Tigers can keep scoring 20 runs a game. If I'm reading all this woofing correctly, one midseason slump is going to pull this team out of contention. Like Yogi says, I'll believe when I believe it."
doc_0149,"From another not-so-distressed-but-still-wondering-about-a-few-things Cardinal fan: He's not the greatest - this is true. I saw it. Lankford was hurt, although the announcer said he told Torre he could pinch hit if they needed him to. I wondered the same thing. But giving Joe the benefit of the doubt, I'd say he was thinking that Lankford is hurt enough that he didn't trust his ability to bat effectively but he wants his speed on the bases so pinch run him. Alicea I was completely confused about. Maybe he had a good record hitting against that particular pitcher? I don't know. Anybody got an idea? Well, so far I haven't seen much to say Whiten shouldn't be playing but it is too bad that Gilkey is the odd man out when they play Jordan ahead of him. That I don't quite understand. Yup, I looked for this on the replay too. If I'm Joe Torre, I'm going to have a talk with Bucky after the game on that one. He's got Lankford at third with Todd Zeile I believe - a hot hitter - coming up - there's no reason to risk giving Lankford the go sign in that situation unless he was sure the ball is going to the stands. It's his job to watch the play develop - he should have known Larkin was there to back up a bad throw. That seemed inexcusable in my book. BTW, I saw Dent do the same thing last year with Zeile rounding third and going into a sure out at home in a critical situation. On the replay, there's Dent waving him around. It looks like this might be a serious problem. The Card's weren't good base runners at all last year and I wonder how much of the fault lies in the base coaching. Well, I'm still hanging in there. GO REDBIRDS!! WOOF, WOOF!!! Dick Detweiler"
doc_0150,"Hell, the Orioles' Opening Day game could easily be the largest in history if we had a stadium with 80,000 seats. But unfortunely the Yards (a definitely excellent ballpark) only holds like 45,000 with 275 SRO spots. Ticket sales for the entire year is moving fast. Bleacher seats are almost gone for every game this year. It's a extremely likelyhood that the O's could sell out every game this year (especially if we lead the division for most of the year like '89). On another front, the sale of the Orioles to anyone is likely to be forced upon Eli Jacobs who is major debt apparently. Maybe we can get an owner willing to spend on a proven rightfielder free agent in the winter. Fernando has made the O's as the fifth starter. The O's pitching staff looks pretty good. Sutcliffe, Mussina, McDonald, Rhodes, and Fernando. Baltimore is my pick for the victors in a very competitive AL East. __________________________________________________________________________ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Second to last day of the season - Gregg (The True Wild Thing) Olson uncorks a wild pitch allowing the Blue Jays to tie. Blue Jays win in the 11th and ends the Baby Birds' miracle season of '89."
doc_0151,"Israeli nationalism (also known as Zionism) is the nationalism of the Jewish people. The Jewish people are not a new phenomenon at all. Palestinean nationalism is the nationalism of Arab people. Arabs have been around for a long time. They already have some 2 dozen states, large and small, covering 98% of the Middle East. More specifically, Palestinean nationalism is the nationalism of Arabs from the region of Palestine, just as Egyptian nationalism is the nationalism of Arabs from the region of Egypt. One Palestinean state already exists in what was once known as Palestine: - it is called Jordan. There is no justification in carving out a second and tiny Palestinean state out of the only Jewish state, itself very, very small, just as there is no justification in carving out another American state out of Mexico."
doc_0152,"Terms are being used in a loaded way here. ""Logical proof"" is an extremely messy thing to apply to real life. If you think otherwise, try to construct a proof that yesterday happened. Obviously it did; anyone old enough to be reading this was there for it and remembers that it happened. But *proof*? A proof starts with axioms and goes somewhere. You need axioms to talk about logical proof. You can say that you remember yesterday, and that you take as axiom that anything you clearly remember happened. I could counterclaim that you hallucinated the whole thing. To talk about proofs of historical events, you have to relax the terms a bit. You can show evidences, not proofs. Evidences of the resurrected Jesus exist. Proofs do not."
doc_0153,"According to a Software engineering professor here, what was actually rated level five was an ibm unit which produced part of the software for the shuttle, by not means all of it. Interesting note: 90% of the software development groups surveyed were at level 1. The ibm shuttle groups was the *only* one at level 5!"
doc_0154,"Repeat a lie often enough and people will start to believe it, eh? The Hamas terrorists were given the opportunity to appeal. They've chosen not to, obviously because they get better propaganda mileage out of refusing. Israel also agreed that they could return immediately, provided they agreed to stop killing Jews. Their refusal speaks for itself."
doc_0155,"From article <1993Apr21.190251.14371@sequent.com>, by troy@sequent.com (Troy Wecker): . . . . . . It sounds like your analysis is based on hypothesis and not actually using the Valentine-1. I'd like to give some feedback based on real life experince. I keep the Valentine-1 in advanced logic mode and it rarely lights up as a Christmas tree. The only time it does is when I am in the middle of a major shopping area and then it makes sense that is does since there are >= 8 sources coming from many different directions. I have found the Valentine-1 to be consistent in its reporting of bogeys regardless of any moving cars in the area. I have found the directional indication to be very useful. In one case there was two radar traps set up within one mile of each other. As I passed the first radar trap, the direction indication changed. Then the detector was set off again pointing in the forward direction. With other radar detectors I would have assumed that this was due to a reflection. But with the Valentine-1 I knew there was a high probability that there was another trap. And there was! On other occasions, the directional helped discern a false alarm from a true alarm. For example, as I pass a source, the direction indicator changes. The directional also allows me to focus my attention as to where the signal might be coming from instead of having to look all over the place. When a car is approaching me from the rear with a detector that leaks, I can tell that the signal is coming from the rear and as the car passes me I can verify the source. With other detectors, I would have been unable to do this and would have had to assume that there was a radar trap when there was none. I've had the Valentine-1 for several months now and find its added features to be useful and not gimmicks. -Barry"
doc_0156,"I agree, although I would have no idea how to go about doing it. But you've got my vote. --I'm outta here like Vladimir --Alan"
doc_0157,"> The defenition of the Underdog is a team that has no talent and comes >out of nowhere to contend. The '69 Mets and '89 Orioles are prime examples, >not the Cubs. Sorry, but it is *virtually* impossible to win a division with ""no talent"" over 162 games. Well, with players, certainly. However, it is quite possible to win it all with no managerial talent. Cf. Blue Jays, 1992. David"
doc_0158,STK1203@VAX003.STOCKTON.EDU Pontificated: One of the sci.space FAQ postings deal with this. It's archived somewhere. Perhaps someone can post where it is (I don' remember).
doc_0159,"=Having read in the past about the fail-safe mechanisms on spacecraft, I had =assumed that the Command Loss Timer had that sort of function. However I =always find disturbing the oxymoron of a ""NO-OP"" command that does something. =If the command changes the behavior or status of the spacecraft it is not =a ""NO-OP"" command. Using your argument, the NOOP operation in a computer isn't a NOOP, since it causes the PC to be incremented. =Of course this terminology comes from a Jet Propulsion Laboratory which has =nothing to do with jet propulsion. Of course, the complaint comes from someone who hasn't a clue as to what he's talking about. -------------------------------------------------------------------------------- Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL"
doc_0160,"The umps saw the weekend boxscores, too. They knew the pitchers needed some help or they would be watching the sunrise. :)"
doc_0161,"I don't care who told you this it is not generally true. I see EVERY single line item on a contract and I have to sign it. There is no such thing as wrap at this university. I also asked around here. Ther is no wrap at Marquette, University of Wisconsin Madison, Utah State, Weber State or Embry Riddle U. I am not saying that it doees not happen but in every instance that I have been able to track down it does not. Also the president of our University who was Provost at University of West Virgina said that it did not happen there either and that this figure must be included in the overhead to be a legitimate charge. I did they never heard of it but suggest that, like our president did, that any percentage number like this is included in the overhead. No Allen you did not. You merely repeated allegations made by an Employee of the Overhead capital of NASA. Nothing that Reston does could not be dont better or cheaper at the Other NASA centers where the work is going on. Kinda funny isn't it that someone who talks about a problem like this is at a place where everything is overhead. Why did the Space News artice point out that it was the congressionally demanded change that caused the problems? Methinks that you are being selective with the facts again. If it takes four flights a year to resupply the station and you have a cost of 500 million a flight then you pay 2 billion a year. You stated that your ""friend"" at Reston said that with the current station they could resupply it for a billion a year ""if the wrap were gone"". This merely points out a blatent contridiction in your numbers that understandably you fail to see. Dennis, University of Alabama in Huntsville."
doc_0162,"Surprise, surprise. I sure didn't lose any sleep over it, and I live there. Suppose someone said that he was sure that he would return from death, in glory and power, flying in the clouds with the host of heaven,soon, within the lifetimes of those then standing with him - and 2000 years went by without any such event. [He also asserted, so they say, himself to be God.] 2 questions: 1) Is that one of those ""false prophecies"" you were talking about? 2) Does that make the speaker a false prophet? Uhh, Has it occurred to you that there is no way to know any of these things, for certain, ""without the tiniest shadow of a doubt""? That people who thought they did have also been deluded? Those of us who believe in actually being able to _CHECK_ our opinions have an out - we can check against some external reality. Those who assert that beliefs entertained without evidence, or even despite evidence have a special virtue (ie. ""faith"") are out of luck -- and this is the result. You want to demonstrate Christian honesty? Great. Start with the prophecy above - what can we conclude about the speaker?"
doc_0163,"And most definitely read it in conjunction with Heinlein's _Starship Trooper_. The two books are radically different viewpoints of the same basic premises. I've even heard tell of English classes built around this. -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden"
doc_0164,"... How can you tell they're identical? You got one of them ""Star Drek: The Next Syndication"" neutrino scanners?"
doc_0165,"Interesting question, esp since I remember *wishing* with all my heart that this *were* true so that I wouldn't have to be a ""good Christian"" anymore. ""Christianity"" was terribly hard, the only reward was Heaven and (maybe, sometimes, if I was really good) acceptance; I wanted a way out. What Jesus has done for me since I found Him (some 6 months ago) I do not want to lose. Period. That said, I originally interpreted the What-If as ""if Christ never mentioned Sheol and weeping and gnashing of teeth, if Christ preached that those who did not follow him died and stayed dead and at that point forever ceased to exist...."" I believe that we can only be complete through Christ. Do you think that Buddhists can also be complete? -jen --"
doc_0166,"How can car be any good that has S N A C U D N E written on the back with crooked letters as if a 2-year-old had written it? Hehhehehehahaha! (About as silly as Crysler's attemps to make the label on the back of some of their other cars appear like they are Mercedes.) Sorry, I couldn't resist..."
doc_0167,"It was announced on NPR 4/17/93 10:00 am EDT, that Turkish President Ozal died of a heart attack in Ankara."
doc_0168,"All of the arguments concerning the Sabbath ought to make the point pretty clear - anyone outside of the Catholic or Orthodox orAnglican or Monophysite churches ourght to worship on Saturday if they are really sola scriptura. Otherwise, they are following a law put into effect by the Church, and only the above Chruches really recognize any power of the Chruch to do so. Andy Byler [You will note that nothing in the FAQ said anything about the Church establishing or changing a law. The argument against the Sabbath is that it is part of the ceremonial law, and like the rest of the ceremonial law is not binding on Christians. This argument is based on Paul's letters, Acts, and in a more general sense, Jesus' teachings. Further, most people argue that Scripture shows worship occuring on Sunday, and Paul endorsing it. I understand that these points are disputed, and do not want to go around the dispute one more time. The point I'm making here is not that these arguments are right, but that the backing they claim is Scripture. Accepting the principle of ""sola scriptura"" does not commit us to obeying the entire Jewish Law. Acts 15 and Paul's letters are quite clear on that. I think even the SDA's accept it. The disagreement is on where the Bible would have us place the line. By the way, Protestants do give authority to the church, in matters that are not dictated by God. That's why churches are free to determine their own liturgies, church polity, etc. If you accept that the Sabbath is not binding on Christians, then the day of worship falls into the category of items on which individual Christians or (since worship is by its nature a group activity) churches are free to decide."
doc_0169,"I didn't mean to offend or anything, I'm just quoting Stanky himself on the subject. I remember one time last year he was being interviewed by ESPN, and the interviewer (can't remember who), asked Stanky if he was Jewish because he (the interviewer) was Jewish and wanted to see more Jewish ballplayers. To which Stanky replied, ""I'm Polish, not Jewish."" So maybe that wasn't the most PC thing for Stanky to say, and maybe I was a little naive when I posted it. I think we should just devote this subject to finding actual Jewish ballplayers (I myself am Jewish and the only ones I ever knew until now were Koufax, Greenberg, and Blomberg)."
doc_0170,"^^^^^^^^^ 1 Cor 11:31-32 ""But if we judged ourselves, we would not come under judgment. When we are judged by the ^^^^^^ ^^^^^^^^^ Lord, we are being discipled so that we will not be condemned with the world."" 1 Cor 5:3 ""Even though I am not physically present, I am with you in spirit. And I have already passed judgment on the one who did this, just as if I were present."" ^^^^^^ ^^^^^^^^ 1 Cor 2:15-16 ""The spiritual man makes judgments about all things, but he himself is not ^^^^^^^^^ subject to any man's ^^^ judgement: 'For who has known the mind of the Lord that he may instruct him?' But we have the mind of Christ."" Jude :14-15 ""Enoch, the seventh from Adam, prophesied about these men: 'See, the Lord is coming with thousands upon thousands of his holy ones to judge everyone, and to ^^^^ convict all the ungodly of ^^^ ^^^^ ^^^^ ^^ ^^^^^ all the ungodly acts they have done in the ungodly way, and of all the harsh words ungodly sinners have spoken against him.'"" Arrogance is a sin. Although a desire to show others of one's rightness may be a sign of arrogance in some cases, it may be only a sign that they are following the Bible in others: Jude :22-23 ""Be merciful to those who doubt; snatch others from the fire and save them; to others show mercy, mixed with ^^^^^^ fear -- hating ^^^^ even ^^^^ the clothing stained by corrupted flesh."" I hope you don't find me arrogant, then. This sounds like a bad practice -- ignoring what certain people say because you perceive them as arrogant. James 1:19 ""My dear brothers, take note of this: Everyone should be quick to listen, slow to speak and slow to become angry,"""
doc_0171,"Library of Congress to Host Dead Sea Scroll Symposium April 21-22 To: National and Assignment desks, Daybook Editor Contact: John Sullivan, 202-707-9216, or Lucy Suddreth, 202-707-9191 both of the Library of Congress WASHINGTON, April 19 -- A symposium on the Dead Sea Scrolls will be held at the Library of Congress on Wednesday, April 21, and Thursday, April 22. The two-day program, cosponsored by the library and Baltimore Hebrew University, with additional support from the Project Judaica Foundation, will be held in the library's Mumford Room, sixth floor, Madison Building. Seating is limited, and admission to any session of the symposium must be requested in writing (see Note A). The symposium will be held one week before the public opening of a major exhibition, ""Scrolls from the Dead Sea: The Ancient Library of Qumran and Modern Scholarship,"" that opens at the Library of Congress on April 29. On view will be fragmentary scrolls and archaeological artifacts excavated at Qumran, on loan from the Israel Antiquities Authority. Approximately 50 items from Library of Congress special collections will augment these materials. The exhibition, on view in the Madison Gallery, through Aug. 1, is made possible by a generous gift from the Project Judaica Foundation of Washington, D.C. The Dead Sea Scrolls have been the focus of public and scholarly interest since 1947, when they were discovered in the desert 13 miles east of Jerusalem. The symposium will explore the origin and meaning of the scrolls and current scholarship. Scholars from diverse academic backgrounds and religious affiliations, will offer their disparate views, ensuring a lively discussion. The symposium schedule includes opening remarks on April 21, at 2 p.m., by Librarian of Congress James H. Billington, and by Dr. Norma Furst, president, Baltimore Hebrew University. Co-chairing the symposium are Joseph Baumgarten, professor of Rabbinic Literature and Institutions, Baltimore Hebrew University and Michael Grunberger, head, Hebraic Section, Library of Congress. Geza Vermes, professor emeritus of Jewish studies, Oxford University, will give the keynote address on the current state of scroll research, focusing on where we stand today. On the second day, the closing address will be given by Shmaryahu Talmon, who will propose a research agenda, picking up the theme of how the Qumran studies might proceed. On Wednesday, April 21, other speakers will include: -- Eugene Ulrich, professor of Hebrew Scriptures, University of Notre Dame and chief editor, Biblical Scrolls from Qumran, on ""The Bible at Qumran;"" -- Michael Stone, National Endowment for the Humanities distinguished visiting professor of religious studies, University of Richmond, on ""The Dead Sea Scrolls and the Pseudepigrapha."" -- From 5 p.m. to 6:30 p.m. a special preview of the exhibition will be given to symposium participants and guests. On Thursday, April 22, beginning at 9 a.m., speakers will include: -- Magen Broshi, curator, shrine of the Book, Israel Museum, Jerusalem, on ""Qumran: The Archaeological Evidence;"" -- P. Kyle McCarter, Albright professor of Biblical and ancient near Eastern studies, The Johns Hopkins University, on ""The Copper Scroll;"" -- Lawrence H. Schiffman, professor of Hebrew and Judaic studies, New York University, on ""The Dead Sea Scrolls and the History of Judaism;"" and -- James VanderKam, professor of theology, University of Notre Dame, on ""Messianism in the Scrolls and in Early Christianity."" The Thursday afternoon sessions, at 1:30 p.m., include: -- Devorah Dimant, associate professor of Bible and Ancient Jewish Thought, University of Haifa, on ""Qumran Manuscripts: Library of a Jewish Community;"" -- Norman Golb, Rosenberger professor of Jewish history and civilization, Oriental Institute, University of Chicago, on ""The Current Status of the Jerusalem Origin of the Scrolls;"" -- Shmaryahu Talmon, J.L. Magnas professor emeritus of Biblical studies, Hebrew University, Jerusalem, on ""The Essential 'Commune of the Renewed Covenant': How Should Qumran Studies Proceed?"" will close the symposium. There will be ample time for question and answer periods at the end of each session. Also on Wednesday, April 21, at 11 a.m.: The Library of Congress and The Israel Antiquities Authority will hold a lecture by Esther Boyd-Alkalay, consulting conservator, Israel Antiquities Authority, on ""Preserving the Dead Sea Scrolls"" in the Mumford Room, LM-649, James Madison Memorial Building, The Library of Congress, 101 Independence Ave., S.E., Washington, D.C. ------ NOTE A: For more information about admission to the symposium, please contact, in writing, Dr. Michael Grunberger, head, Hebraic Section, African and Middle Eastern Division, Library of Congress, Washington, D.C. 20540. -30-"
doc_0172,"Ah, but when you fire at armed folks they have this nasty habit of firing back. A simple terrorist could get hurt that way."
doc_0173,"Also remember that every dollar spent keeping one spacecraft in safe mode (probably a spin-stabilized sun-pointing orientation) is a dollar not spent on mission analysis for a newer spacecraft. In order to turn the spacecraft back on, you either need to insure that the Ops guys will be available, or you need to retrain a new team. Having said that, there are some spacecraft that do what you have proposed. Many of the operational satellites Goddard flies (like the Tiros NOAA series) require more than one satellite in orbit for an operational set. Extras which get replaced on-orbit are powered into a ""standby"" mode for use in an emergency. In that case, however, the same ops team is still required to fly the operational birds; so the standby maintenance is relatively cheap. Finally, Pat's explanation (some spacecraft require continuous maintenance to stay under control) is also right on the mark. I suggested a spin- stabilized control mode because it would require little power or maintenance, but it still might require some momentum dumping from time to time. In the end, it *is* a political decision (since the difference is money), but there is some technical rationale behind the decision."
doc_0174,"First of all, ""ceremonial law"" is an extraScriptural term. It is sometimes used as a framework to view Scripture. But if you look at Collosions, without going into it with the assumption that the Sabbath cannot be a ceremonial law, you will see that it does refer to the sabbath. against us to His cross, and therefore we should not be judged in what what food we eat, what we drink, the keeping of new moons and holy days, or the keeping of the sabbath. The word for sabbath in this verse is ""sabbaton"" and is used throughout the New Testament to refer to the 7th day. If there is any Scripture from which we get the idea of the ceremonial law, this is one of them, and the sabbath is listed among the ceremonial laws. If one goes into this with the fundamental assumption ""the sabbath cannot be a ceremonial law"" then he will have to find some way around it, like saying that this can only refer to the other sabbath holy days besides the 7tH day, Because ""the sabbath cannot be a ceremonial law."" But Paul is very careful in his letters to add some kind of parenthetcal statement if there is anything that can be seen as a liscence to sin in his writings. Also, why is the sabbath absent from the epistles (except for Hebrews 4, which talks about the rest that comes through faith?) Surely it would have been a big problem for first century Christians living in a society that did not rest on the 7th day. Especially slaves. Many new converst were slaves. It would have been difficult for slaves to rest on the sabbath if it had been mandatory. Why is there no mention of this in the epistles?"
doc_0175,"Gulf has changed the third parts's perception of Arabs. 1. Before, people tended to think Arabs have tough character. After seeing Iraqis begging for surrender, people do not gave Arabs much weight. 2. People tended to think Arabs are a united people in fighting Isrealis. After Gulf War, seeing some Arab nations beated up Iraqis in order to waiver the debt to U.S. and Kuwaitis consistly trying to draw West nations to hit Iraq again, people started to see Arab World as a dog cage, echoing sound of barking."
doc_0176,"I strongly disagree that absolute truth would not require interpretation. That's because truth may be absolute, but it may not be obvious. Like so many things, the truth is always subject to misinterpretation. I strongly suspect that we are reaching an impasse here, which is why I deign from commenting much further. Now hold it. I never said that Christians cannot be arrogant. Indeed, as many other Christians on SRC have stressed before, this is a trap that Christians must always be wary about. However, this does not mean that if you believe in the absolutes established by the Bible, you are necessarily being arrogant. A Christian can believe that the Word of God is absolute, but he or she should not expect this to be immediately evident to everyone. Not quite. You say that according to my stance, we cannot *reliably* determine what is true. That is not what I said. I say that as fallible human beings, we cannot discern the truth with 100% certainty. The distinction is subtle yet important. When a scientist performs an experiment, he can claim that his results are reliable, without claiming that absolutely no mistake whatsoever could have been made. In other words, he can admit that he could be mistaken, without sacrificing his convictions. Nobody can establish what absolute truth is with 100% certainty. Throughout the centuries, philosophers have argued about what we can know with complete certainty and what we cannot. Descartes made a step in the right direction when he uttered, ""Cogito, ergo sum,"" yet we have not advanced much beyond that. Do you believe that other people aside from you exist? Do you believe that the computer terminal you are using exists? If so, can you be absolutely certain about that? Are you sure it is not some grand illusion? Of course, you have no such assurance. This does not mean, however, that for all practical purposes, you can be certain that they exist. So it is with Christianity. The most mature Christians I know have deep convictions about absolute morality, yet they acknowledge that there is a non-zero probability that they are wrong. This does not, however, mean that they should (or do) abandon these absolutes. As I said, we can never be absolutely certain that we are correct. This does not mean that we cannot be certain enough, in light of the evidence, to render all doubts unreasonable."
doc_0177,"This is a whole different situation. If aliens were able to get here prior to us being able to get there, one might conclude that they would be more advanced and therefore ""more intelegent"" that we are. However if we get somewhere where there is life, chances are we wont be able to communicate with them. So we will have no clue as to weather they are ""intelegent"" or not. That's a good point, I hadn't thought of it that way. My question however was more along the lines of... Every year the US spends millions of tax dollars and giving tax breaks to individuals and companies who feed the poor of foreign countries while thousands of our own people sleep on the streets at night. Would we give to the economicly dissadvantaged on another planet if we hadn't resolved these issues on our own? But... Your comment brings up another good question. Over the years we have decided that certain cultures need improvements. The native americans is a good example. Prior to our attempt to civilize them, the native american culture had very little crime, no homelessnes, no poverty. Then the europeans came along and now they have those and more. If we encounter life elsewhere, do we tell them they have to live in houses, farm the land and go to church on sunday? -- Have a day,"
doc_0178,"I haven't seen any speculation about it. But, the Salyut KB (Design Bureau) was planning a new LH/LOX second stage for the Proton which would boost payload to LEO from about 21000 to 31500 kg. (Geostationary goes from 2600 kg. (Gals launcher version) to 6000 kg.. This scheme was competing with the Energia-M last year and I haven't heard which won, except now I recently read that the Central Specialized KB was working on the successor to the Soyuz booster which must be the Energia-M. So the early results are Energia-M won, but this is a guess, nothing is very clear in Russia. I'm sure if Salyut KB gets funds from someone they will continue their development. The Centaur for the Altas is about 3 meters dia. and the Proton is 4 so that's a good fit for their existing upper stage, the Block-D which sets inside a shround just under 4 meters dia. I don't know about launch loads, etc.. but since the Centaur survives Titan launches which are probably worse than the Proton (those Titan SRB's probably shake things up pretty good) it seems feasible. EXCEPT, the Centaur is a very fragile thing and may require integration on the pad which is not available now. Protons are assembled and transported horizontially. Does anyone know how much stress in the way of a payload a Centaur could support while bolted to a Proton horizontally and then taken down the rail road track and erected on the pad? They would also need LOX and LH facilities added to the Proton pads (unless the new Proton second stage is actually built), and of course any Centaur support systems and facilities, no doubt imported from the US at great cost. These systems may viloate US law so there are political problems to solve in addition to the instabilities in the CIS you mention."
doc_0179,"I've been asking myself this same question for the past year, so, if/when you find out, would you please share the magistic answer with me.. The way I see it right now, work twice as hard so you can have both. cheers :)"
doc_0180,"How about the discussion of the STS Tether experiment. Ran forward, it would suck energy from the Earth's magnetic field, while trivially slowing the Shuttle. It could also have run backward -- if they ran electricity through the tether the other way, it would have trivially propelled the Shuttle faster. But an even better example comes to mind. There's this electronics guy, someone like Craig Anderton or Don Lancaster. Ten years ago he wrote about an invention of his. He could take a light-detector, run current through it at about a hundred times its rating, and it would glow. He got legal rights to this design of a combination ""fiber optic emitter/receiver"". This turned out to be the basic unit of ATT's (I think) plan to bring Brazil's communications system into the 21st century. (The article was mostly about his legal wranglings with the company that eventually got him well-compensated for his invention.)"
doc_0181,"Any reason you are limited to the two mentioned? They aren't really at the same point along the SUV spectrum - not to mention price range. How about the Explorer, Trooper, Blazer, Montero, and if the budget allows, the Land Cruiser? Bear in mind that 90% of all SUV's purchased never venture off-road. Carefully weigh the trade-off between comfort and off-road performance when choosing one, and realistically decide whether you'll actually make enough use of the off-road-ability to sacrifice (some of) the on-road comfort. John"
doc_0182,"Are you volunteering? :) Will NASA have ""available landing sites"" in the Russian Republic, now that they are Our Friends and Comrades?"
doc_0183,"Enough, already. Let's take this discussion to some other newsgroup that's more appropriate. Most of us are tired of it and would like to get back to old cars, IMHO."
doc_0184,"It has nothing to do with how long they have been voting, as much as HOW they have been voting. Pick up a list of the Labor parties proposals for MK prior to the election and pay attention to the order. Correlate this with the number of Arab party members eligible to vote in party elections. Further correlate this with the voting results from Arab areas. Lo and behold, you will discover that Israeli Arab Labor party members did not band together unanimously or en large for a select group of Arab candidates. This problem is further exacerbated by the rifts between Israeli Arabs. Some claim membership to right wing parties while others vote for parties that do not pass the minimum cutoff. I worked within the labor party during the late 70's elections (not this last one) as a volunteer and was privy to the voting results that were returned from the local delegates elected. At the time, the system was structured differently but it did not cease to amaze me that there was no massive effort to lobby for Arab reps. by their own delegates. Quite simply, if all eligible Arab voters became members of the Labor party and voted, they would be able to command more than %15 of the delegates. This is a power base that can not be ignored! Especially when they are not ranked high in the party (once again due to lack of political power). I have seen how the labor party works from the inside and my experience has been that, as in most political situations, the MKs act out of their own self-interest. And to answer your question, I ""broke"" with labor because I felt that they were heeding too much to the right-wing and ultra-orthodox coalition members. Fair enough. My take on the matter, and I will admit to the possibility that this might be seen differently is that this was a dummy argument. If he was sitting on the committee, then someone else obviously would not be. In drumming up support for his seat, MK [?] would not be averse to using this argument, or it could be used on his behalf. As to the proof presented in this article, I would find it very interesting to know who proposed the compromise along with a followup describing how the matter stands/was resolved. Let me just take this opportunity to say that I deplore such actions and groundless justifications. For the record, Roni Milo, is a brash MK (self described) from the Likud (note NOT LABOR). Quite frankly, I don't think anything he would say could surprise me. Annoy and aggravate, yes, surprise - no. Yes I do and thank you for providing it. I would be most interested in knowing how things turned out. Anyone......?"
doc_0185,"The Red Sox usually have 2 catchers. I don't think they have a backup now, but they used to use Randy Kutcher as a backup catcher, as well as a middle infielder and outfielder. You don't need a good 3rd catcher, just a competent one, so you can afford to lose a little catching ability and pick a player who can be of use elsewhere on the field."
doc_0186,"But good ones can collapse somewhat, then come back the next year. Burleigh Grimes went from 20+ wins and an ERA of 3 or so in '24 to 13-19 and an ERA around 4 in '25. He pitched well for several more years. Carlton won 13 and lost 20 the year after his 27-10 record. (Source: Bill James Historical Baseball Abstract.) And let's not forget John Tudor, who started 1-5 and finished 21-6 in 1985. He had a pretty bad ERA when you take Busch Stadium into account at the start of the season. If I recall, he had a 4.50 ERA in the 1st half and a 3.50 ERA in the 2nd half of last year. Hmmm, 21 runs in 11 innings. Suppose he starts 30 more games, and winds up w/200 innings pitched. If he allows 4 runs a game in the next 189 innings, he'll have a 4.75 ERA or so at the end of the year. (I think I have his totals right.) This is going to be hard to come back from. My 1st hunch is that Morris is very gutsy, and that he may be pitching through an injury and not telling anyone. My 2nd guess is that he will be banished to the bullpen the remainder of the season after a few more starts. (Perhaps when Stewart comes off the DL? Or will Danny Cox, who went 3 or 4 scoreless innings against the Tribe today, start for Morris? He looks like a really good one. Gaston is scrambling to find starters, I'd imagine. Luckily, the Jays have a very good offense.) I don't think they would dare release him before the end of the year. He'll just be replaced by Stewart or Cox."
doc_0187,"If I believed in the God of the bible I would be very fearful of making this statement. Doesn't it say those who judge will be judged by the same measure? A God who must motivate through fear is not a God worthy of worship. If the God Jesus spoke of did indeed exist he would not need hell to convince people to worship him. It was the myth of hell that made me finally realize that the whole thing was untrue. If it hadn't been for hell I would still be a believer today. The myth of hell made me realize that if there was a God that he was not the all knowing and all good God he claimed to be. Why should I take such a being at his word, even if there was evidence for his existance?"
doc_0188,"Seems like a lot of trouble to go to. Its probably better to invest in newer launch systems. I don't think a big cost advantage for using Russian systems will last for very long (maybe a few years). Lockheed would be the place to ask, since you would probably have to buy the Proton from them (they market the Proton world wide except Russia). They should know a lot about the possibilities, I haven't heard them propose US launches, so I assume they looked into it and found it unprofitable. Yes... Comparable to the Zenit I suppose, but since it looks like nothing will be built there, you might just as well pick any spot. The message is: to launch now while its cheap and while Russia and Kazakstan are still cooperating. Later, the story may be different."
doc_0189,********************************************************************* That's cool; I wish everyone had the smae kind of names; the world would certainly be a better place!!
doc_0190,"Mack posted: ""I know nothing about statistics, but what significance does the relatively small population growth rate have where the sampling period is so small (at the end of 1371)?"" This is not small. A 2.7 per cent annual population growth rate implies a doubling in 69/2.7 \approx 25 years. Can you imagine that? Most people seem not able to, and that is why so many deny that this problem exists, for me most especially in the industrialised countries (low growth rates, but large environmental impact). Iran's high growth rate threatens things like accelerated desertification due to intensive agriculture, deforestation, and water table drop. Similar to what is going on in California (this year's rain won't save you in Stanford!). This is probably more to blame than the current government's incompetence for dropping living standards in Iran."
doc_0191,"Ladies and gentlemen, boys and girls, lend me your ears for but a moment, The National Legue Eastern Division Champions will be the... Philadelphia Phillies I one hundred and ten percent guarantee!!! Chamberlain Hollins Dykstra Incaviglia Jackson Williams Daulton Greene Kruk Mulholland Rivera Thompson Duncan"
doc_0192,"One thing that everyone is forgetting in this argument over the pricing of the SC1 vs. the Japanese cars is the Saturns ""no-dicker sticker"". This makes the Saturn's price low in comparison to the inflated base prices of the Japanese competition on paper, but in reality, one could dicker several hundred dollars off the price of the Japanese cars. Admittedly, though, here in Canada, at least, the SC2 is in the same price class as the Civic Si, not the SC1."
